IRI_KEY,Month,Region,Low_Income,High_Income,Price.Campbell,Price.PL,Price.Progresso,Sales.Progresso,Category_Sales
227359,3,South,0,0,1.498,0.97,2.043,211.183,2084.8804
290477,3,West,0,0,1.338,1.108,2.136,123.652,3506.002
687183,8,West,0,0,1.819,1.158,1.588,715.788,2663.953
271761,10,East,0,1,1.36,1.059,1.028,2488.35,3450.1057
272110,6,West,0,1,2.127,1.327,2.544,293.22,2380.9022
248244,6,South,1,0,1.418,1.366,1.68,128.25,4616.8335
228694,12,West,0,1,1.407,1.107,1.514,2198.375,6949.4468
285612,8,South,1,0,1.403,1.274,1.84,167.377,1834.4121
258492,6,South,0,0,1.479,1.006,2.063,205.284,2691.2636
236217,3,West,0,0,1.945,1.269,1.206,3420.134,8473.087
248722,2,MidWest,0,0,1.142,1.018,1.318,1342.593,5699.1937
235758,2,South,0,0,1.308,1.226,1.297,907.228,4676.1194
226079,5,East,1,0,1.485,1.054,1.788,411.816,3468.9373
673525,9,East,0,0,1.783,1.743,1.045,6556.153,9576.3896
220679,8,East,0,0,1.19,1.05,1.263,4281.664,12350.1473
238854,5,MidWest,0,0,1.559,1.295,2.164,89.439,4569.2137
264272,11,South,0,0,1.366,1.068,1.135,2054.756,5843.6416
273989,2,South,0,1,1.107,0.922,1.8,77.751,1806.0756
651389,10,MidWest,0,0,1.219,0.914,1.19,5225.225,21245.1279
246183,4,West,0,0,1.628,1.099,2.47,124.032,990.7604
688804,5,West,0,1,1.783,0.906,2.296,99.117,1122.5886
236824,6,East,0,0,1.231,1.019,1.568,486.972,4235.3556
252154,9,South,0,0,1.253,0.985,1.119,1635.924,6041.043
238621,11,South,0,0,1.209,0.995,1.302,477.806,4945.3257
648713,10,South,0,0,1.357,0.894,1.294,1197.497,7172.0896
295069,12,MidWest,0,0,1.548,1.285,1.398,803.389,5054.005
648850,11,West,0,0,1.429,1.501,2.077,2684.588,10269.6406
253739,9,South,0,0,1.485,1.249,1.861,175.299,1397.2316
245443,1,West,0,0,1.332,1.185,1.215,1855.243,5678.8259
283383,2,East,0,0,1.285,1.517,1.79,4327.557,15002.4963
288517,2,East,0,0,1.469,1.056,1.263,2467.816,3978.1459
293897,1,West,0,0,1.387,1.085,1.558,1036.699,4944.7435
223442,3,South,0,0,1.341,1.109,1.412,394.344,1317.1573
658234,3,South,0,0,1.227,1.218,1.274,1189.389,8490.8589
227758,4,East,0,0,1.032,1.11,1.97,613.067,4019.9622
264332,3,South,0,0,1.623,1.38,2.061,474.713,2427.6441
273735,6,South,1,0,1.193,1.013,1.573,183.064,3376.9836
647824,8,East,1,0,1.234,0.972,1.399,1231.666,6642.8804
655724,8,South,1,0,1.556,0.906,1.735,66.063,1410.3438
532874,1,West,0,0,1.421,1.449,1.473,2737.154,9054.3436
933721,10,South,0,0,1.462,1.274,1.469,1552.203,5335.753
241243,1,West,0,0,1.701,1.359,1.847,594.082,2244.8782
532639,6,MidWest,0,0,1.267,0.817,1.724,725.131,13507.332
273904,6,MidWest,1,0,1.981,1.391,2.196,218.821,1845.2177
267766,9,West,0,0,1.261,1.302,1.054,2589.093,6212.046
284175,8,East,0,0,1.758,1.092,1.409,1429.901,3396.2149
285948,12,South,1,0,1.319,1.024,1.788,124.752,4548.7634
933194,8,West,0,0,2.161,1.265,2.616,893.637,4782.7994
645325,9,West,0,0,1.465,1.374,1.979,504.462,2456.7723
251347,9,East,0,0,1.915,1.1,1.578,3252.488,8592.0423
274114,12,South,0,0,1.142,1,1.678,394.943,3677.3476
532676,12,East,1,0,1.285,1.047,1.1,2911.247,7672.2653
293018,6,South,0,0,1.266,1.074,1.579,24.813,350.0989
650536,6,MidWest,0,0,1.192,1.012,1.737,187.876,2992.9164
291349,5,West,0,0,1.836,1.166,2.173,289.127,2440.286
410070,4,South,0,0,1.624,1.074,2.022,146.415,1418.3955
223773,4,South,1,0,1.277,1.009,1.679,97.439,3491.2715
227598,7,MidWest,0,1,1.266,1.143,1.337,764.004,3976.7568
269230,5,South,0,0,1.803,1.122,1.931,240.722,2748.6581
227587,7,West,0,0,1.804,1.436,2.361,927.265,5764.521
253077,2,West,0,0,0.844,0.752,0.888,6955.966,13238.9211
237277,12,MidWest,0,1,1.294,1.06,1.41,2958.589,16549.1168
260288,3,MidWest,0,0,1.52,1.164,1.937,7.125,697.2516
267235,7,South,0,0,1.385,1.089,1.92,307.563,2099.4662
244163,10,West,0,0,1.275,1.04,1.611,949.558,4004.5089
227653,3,South,0,1,1.703,1.101,1.529,68.945,1047.4569
932841,7,MidWest,0,1,1.376,1.117,1.287,1332.65,7589.1951
291530,3,West,0,0,1.578,1.254,1.763,899.417,4621.4691
535328,12,West,0,0,1.508,0.997,2.008,1096.393,9064.17
282823,6,South,0,0,1.578,0.97,1.865,312.576,2562.3836
648459,6,MidWest,0,0,1.275,1.122,2.18,352.911,5654.9566
648567,8,MidWest,0,1,1.564,0.876,1.547,505.554,5105.3789
249962,7,South,1,0,1.566,1.007,1.66,5.875,718.0614
285608,9,West,0,0,1.575,1.328,1.411,2038.098,6661.2919
287202,5,East,0,1,1.774,1.296,2.154,1119.888,3569.814
272152,10,East,0,1,1.261,1.16,1.429,4562.228,13765.1647
1085053,9,MidWest,0,0,1.318,1.114,1.654,665.965,8144.1272
537040,9,MidWest,0,0,1.421,0.984,1.372,1404.889,8097.8813
273920,2,MidWest,0,1,1.148,1.021,1.448,1073.664,8510.8969
269824,11,West,0,0,1.439,1.235,1.85,2428.955,5827.9795
283781,6,West,0,0,1.42,0.989,2.159,129.47,2656.4473
652727,10,South,0,0,1.023,1.173,1.729,92.023,2623.8207
240519,9,East,1,0,1.373,1.315,0.963,6794.631,12638.5604
290365,7,East,0,1,1.667,1.516,2.047,603.843,2662.5234
228444,2,West,1,0,1.262,1.375,1.312,2108.042,8063.1122
273064,7,East,1,0,1.464,0.967,1.557,627.618,4093.1623
253936,9,South,1,0,1.219,1.22,1.559,749.637,6252.2093
688554,11,West,0,1,1.599,1.3,1.625,1448.234,4992.4957
259693,12,MidWest,0,1,1.572,1.059,0.975,4268.575,9031.1825
251434,12,South,0,0,1.252,1.157,1.384,855.355,6465.0639
256895,10,South,0,0,0.909,0.963,1.107,699.94,4848.4925
656442,5,South,0,0,1.637,1.435,2.09,140.439,1671.6341
262563,8,West,0,0,1.072,1.027,1.944,489.881,5611.75
680784,4,South,0,0,1.354,0.905,1.444,613.226,5517.821
273081,6,East,0,1,1.689,0.761,1.929,876.336,4383.8583
282062,5,South,1,0,1.411,1.009,1.262,167.625,1774.0671
230501,8,South,0,0,1.603,1.332,2.009,354.522,2479.8361
243941,9,West,0,0,1.977,1.231,1.539,3725.239,8845.5561
281624,10,West,1,0,1.529,1.191,1.568,1249.176,5481.5851
245673,5,MidWest,0,1,1.781,1.217,1.954,1329.002,5496.0013
278549,8,South,0,0,1.256,1.083,1.215,191.909,1648.7336
228974,9,South,0,0,1.576,1.084,2.143,24.628,690.0067
223450,9,South,0,0,1.676,1.105,1.773,305.193,2884.6691
232633,8,MidWest,0,0,1.44,1.122,1.582,445.113,5334.5137
274024,2,West,0,0,1.51,1.214,1.28,1678.408,4046.3371
240713,12,MidWest,0,0,1.513,0.951,1.419,439.598,5682.4518
235442,12,East,0,0,1.576,0.995,1.811,1249.169,4105.5875
200623,4,South,0,0,1.569,1.396,2.079,48.469,1545.2023
222124,5,East,0,0,1.51,2.205,1.602,1122.038,4102.8946
253072,5,West,0,1,1.527,1.168,2.128,584.164,5793.2143
205969,5,South,0,0,1.328,1.148,1.761,82.782,1839.4703
243941,2,West,0,0,1.664,1.273,1.57,5173.756,12503.2269
244639,8,East,0,0,1.377,1.24,1.917,527.586,2147.9764
293018,9,South,0,0,1.246,0.907,1.646,139.501,2692.4674
203010,6,South,0,0,1.533,1.038,1.924,92.136,1162.9951
252147,1,MidWest,0,0,1.094,1.032,1.204,4440.005,23704.9809
200542,12,MidWest,0,0,1.105,0.913,1.357,981.039,16681.9779
244327,9,West,0,0,1.397,1.322,2.028,293.378,4534.4523
532639,5,MidWest,0,0,1.397,0.792,1.863,510.243,12821.9843
287031,5,MidWest,0,0,1.833,1.4,2.12,349.198,1659.5041
533356,10,MidWest,0,0,1.178,1.017,1.251,829.786,8259.9205
249722,1,West,0,0,1.233,0.859,1.503,1174.352,7782.7205
647836,12,South,0,0,1.338,1.128,1.247,2465.69,7263.1423
251569,8,MidWest,0,0,1.613,1.182,1.567,1003.635,3733.1698
241553,3,South,0,0,1.298,0.813,1.173,561.442,2071.4438
287897,12,West,0,0,1.318,0.69,1.415,3747.447,12753.7333
534999,3,South,0,0,1.31,1.325,1.917,330.294,3730.1127
654486,10,East,0,0,1.346,1.139,1.145,13077.527,25328.2529
286151,1,South,0,0,1.66,0.878,2.081,398.968,7086.5795
645054,9,South,1,0,1.185,0.835,1.434,256.462,3150.1883
285612,12,South,1,0,1.365,1.018,1.07,2094.396,4370.8622
454632,9,West,1,0,1.819,1.342,2.301,374.967,1723.1401
217529,2,East,0,0,1.149,0.979,1.193,560.196,4583.3595
232175,8,West,0,0,1.498,1.246,1.712,598.911,3874.3665
222577,4,East,0,0,1.625,1.023,1.282,1272.656,4741.1836
239034,1,West,0,1,1.431,1.473,1.913,780.872,3471.7111
283781,6,West,0,0,1.375,1.134,1.867,12.906,770.7087
648374,10,South,0,0,1.216,1.039,1.436,780.497,6181.0921
651747,9,West,0,0,1.06,0.894,1.637,1029.558,8773.4661
265018,3,MidWest,0,1,1.506,1.32,1.551,1369.048,6692.1127
200492,9,West,0,0,1.615,1.35,1.943,462.567,2742.0864
266100,8,South,0,1,1.548,0.898,1.444,625.088,3586.9409
205999,12,South,1,0,1.454,0.942,1.964,208.456,4843.6776
281266,5,West,0,1,1.673,1.354,2.158,170.652,1558.375
272948,4,West,1,0,1.592,1.413,2.05,382.505,3368.4138
270266,7,East,1,0,1.18,1.151,1.789,86.282,1599.251
267235,12,South,0,0,1.569,0.922,1.901,1078.117,3339.9737
533535,11,South,0,0,1.32,1.012,1.637,576.207,3411.786
272291,6,East,0,0,1.447,0.842,1.439,1180.425,4588.8012
271803,11,South,0,0,1.15,1.009,1.47,338.134,4499.9996
231584,7,South,0,0,1.521,1.372,1.9,444.784,2829.2549
284325,9,West,1,0,1.216,0.854,1.874,448.149,5649.5421
1130219,9,MidWest,0,0,1.587,1.226,1.584,3071.799,10625.8671
652135,9,East,1,0,1.504,1.261,0.979,8364.416,11951.2869
264605,1,West,1,0,1.397,1.267,1.665,449.029,4548.5044
241965,11,West,0,1,1.69,0.934,1.588,1238.02,3877.5962
537040,3,MidWest,0,0,1.088,1.035,1.288,2177.319,10569.5765
281109,8,West,0,0,1.252,1.146,1.181,1203.199,3975.8838
260829,5,MidWest,1,0,1.326,1.083,2.095,53.094,2148.9568
536166,1,MidWest,0,0,1.397,1.093,1.766,1846.218,14313.6645
453618,2,MidWest,0,0,1.409,1.095,1.308,2819.329,7862.953
241981,12,East,0,1,1.662,1.682,1.297,6354.378,10802.1822
274569,7,West,0,0,2.352,1.323,2.632,463.761,3571.6904
247479,2,MidWest,0,0,1.273,1.137,1.591,1263.169,7044.5637
243785,6,South,0,0,1.688,1.137,2.048,608.918,2988.4546
217529,7,East,0,0,1.482,1.169,1.683,247.966,2681.2268
247176,9,East,0,0,1.445,1.316,0.992,11558.284,19453.2109
225023,8,MidWest,0,0,1.039,1.173,1.356,3428.022,27790.2602
273735,12,South,1,0,0.928,0.969,1.656,403.724,6753.6646
265444,1,East,0,1,1.33,0.892,1.215,9571.577,24376.8856
242564,4,East,0,0,1.38,0.934,1.728,909.475,4508.5463
211912,10,East,1,0,0.781,0.995,1.083,762.649,3058.6001
216202,7,West,1,0,1.609,0.966,1.373,443.18,3092.4904
236752,3,West,0,0,1.984,1.45,1.235,1134.569,2944.6457
658219,2,South,0,1,1.641,1.251,1.54,2903.977,9255.52
235735,8,South,1,0,1.265,1.147,1.558,219.586,2514.1631
286394,4,West,1,0,1.888,1.141,2.504,789.028,4049.2222
270265,8,MidWest,0,0,1.272,1.021,1.716,447.94,5679.4937
240157,11,East,0,1,1.582,1.097,1.33,3248.237,6520.7496
680784,9,South,0,0,1.337,1.086,1.642,737.913,7358.0086
294045,4,South,0,0,1.576,1.34,1.895,2052.259,6061.5277
253599,6,East,0,0,1.358,1.002,1.577,1258.073,5984.815
247049,5,South,0,1,1.597,1.057,1.842,1661.132,7091.7023
272154,11,West,0,0,1.437,1.397,1.372,1175.231,5724.8321
200411,8,East,0,0,1.67,1.422,2.085,773.241,2162.1176
262569,6,MidWest,0,0,1.921,1.17,2.27,586.39,2532.557
279568,5,East,0,1,1.569,1.081,1.686,859.849,3031.9742
227169,9,West,0,0,1.288,1.368,1.27,1906.929,7184.0664
248104,11,South,0,0,1.124,0.94,1.509,303.409,3515.3744
259171,1,South,0,0,1.173,0.981,1.408,359.317,3356.441
291277,6,South,0,0,1.582,0.873,2.085,68.485,838.8186
257658,6,MidWest,0,0,1.698,1.041,2.226,148.014,3165.7866
229308,12,MidWest,0,0,1.292,1.262,1.568,1009.871,5981.9738
290929,11,West,0,1,1.932,1.218,1.993,2609.876,10482.3997
241158,2,West,0,0,1.451,1.112,1.135,2161.235,6914.8221
259905,11,MidWest,0,0,1.21,0.96,1.286,832.609,5807.9475
258109,6,East,0,0,1.544,1.274,1.958,1073.916,2468.142
288998,4,MidWest,0,0,1.356,0.826,1.439,307.711,2885.2751
278063,4,West,0,1,1.766,1.387,1.861,1015.292,3992.1453
258013,5,South,0,0,1.023,1.004,1.617,37.719,1695.8471
228078,3,South,0,0,1.267,0.903,1.684,146.501,4852.9203
231720,2,MidWest,0,0,1.361,0.74,0.946,3428.947,8077.1015
648459,7,MidWest,0,0,1.507,1.276,2.035,278.878,5516.9109
290625,10,West,0,0,1.405,1.438,0.962,8478.508,13434.7012
239590,10,West,0,0,1.477,1.333,2.233,610.288,4954.1076
228282,3,South,0,0,1.494,1.006,1.985,79.964,2004.1919
266824,6,East,0,1,1.731,1.22,2.096,1820.654,5460.2776
652877,10,MidWest,0,0,1.233,1.047,1.243,713.98,5148.4682
258988,12,West,0,0,1.279,1.241,1.947,482.226,5725.6326
244092,8,East,0,0,1.738,1.202,1.937,1798.301,6500.3939
237593,1,South,0,0,1.348,0.749,1.452,253.252,2336.7966
202785,2,South,0,0,1.109,0.918,1.376,475.912,3235.7173
281266,2,West,0,1,1.617,0.998,1.636,710.532,2833.6081
233779,1,MidWest,0,0,1.241,1.171,1.743,5365.013,17743.4649
205999,11,South,1,0,1.258,1.045,1.474,141.47,3776.4889
222077,8,East,0,1,1.241,1.046,1.374,4243.704,9533.3765
645028,10,East,0,0,1.277,1.082,1.258,7958.789,15343.6759
231293,6,West,0,0,1.379,1.12,1.921,70.688,520.0663
269824,7,West,0,0,1.82,1.242,2.209,595.101,2622.7159
273257,5,South,0,0,1.513,1.262,1.757,2667.82,6235.9869
239248,10,South,0,0,1.25,0.951,1.641,332.443,3495.9282
230557,2,West,0,0,1.328,1.303,1.853,515.883,5931.0655
214765,3,South,0,0,0.909,0.86,1.477,148.782,4518.2762
258879,10,MidWest,0,0,1.181,1.011,1.466,3069.543,14313.7426
272725,6,West,0,1,1.936,1.295,1.863,628.033,2000.7446
267479,2,MidWest,0,0,1.581,1.029,1.471,1593.45,7115.2153
262295,7,West,0,0,1.447,1.105,1.994,485.225,3136.4206
648768,9,South,0,1,1.665,1.298,1.515,629.254,2813.7889
294431,3,South,0,0,1.493,0.921,1.786,718.42,4944.7822
532639,2,MidWest,0,0,1.349,0.798,1.883,991.726,22977.8157
642463,4,South,1,0,1.297,1.028,1.933,54.282,2653.4031
259623,4,South,1,0,1.407,1.263,1.76,57,2635.8253
1130099,9,MidWest,0,1,1.644,1.087,1.462,2384.249,6936.2173
285948,6,South,1,0,1.43,1.08,1.894,94.407,3196.4609
290053,8,West,0,0,1.763,1.18,2.584,336.605,2983.1207
687439,4,MidWest,0,0,1.353,0.977,1.8,307.503,5280.5092
214051,11,West,0,0,1.291,1.658,1.408,1306.017,6758.1732
291900,4,South,0,1,1.668,1.287,2.151,310.789,1771.3643
203563,6,South,1,0,1.153,1.019,1.168,182.221,2718.3906
253599,6,East,0,0,1.444,0.872,1.439,1032.291,4656.7479
258162,5,MidWest,0,0,1.688,1.061,2.105,347.648,4891.2351
264580,5,West,1,0,1.534,1.133,1.94,533.057,3137.3149
274215,11,West,0,0,1.525,1.137,2.151,533.835,3151.3481
233582,7,South,0,0,1.448,0.959,1.903,108.158,1086.3675
532878,6,West,0,0,1.521,1.513,2.427,319.44,4177.1906
254438,1,South,0,0,1.3,1.13,1.089,2523.237,7509.467
287207,7,MidWest,0,0,1.304,1.187,2.014,118.188,3179.9014
675336,6,West,0,1,1.449,1.217,2.066,187.533,4341.871
264267,7,MidWest,0,0,1.25,1.119,1.867,12.844,1145.4896
239927,9,East,1,0,1.038,1.106,1.089,4244.859,9021.591
658219,4,South,0,1,1.654,1.379,2.056,679.696,4446.8686
226158,7,South,0,1,1.431,1.208,1.547,258.733,1622.722
258604,3,South,1,0,0.873,0.922,1.392,112.064,2264.1199
534020,7,South,1,0,1.449,1.148,1.847,44.907,1913.2648
216902,11,South,1,0,1.349,0.882,1.244,324.906,3015.4206
933721,5,South,0,0,1.491,1.248,1.873,184.74,2529.3644
453618,2,MidWest,0,0,1.45,0.865,1.496,2247.805,7091.6842
287897,2,West,0,0,1.231,0.599,1.73,1939.464,9242.1546
238729,2,South,1,0,1.405,1.195,1.77,227.77,2225.1758
245748,10,MidWest,0,0,1.387,1.246,1.803,1250.864,5767.8129
274078,11,South,1,0,1.334,1.059,1.503,776.954,3859.7982
648764,8,East,1,0,1.487,1.114,1.38,2313.246,5789.3682
239081,5,West,0,1,1.635,1.404,2.242,807.757,4819.4224
532925,6,MidWest,0,0,1.266,0.988,1.799,142.533,5975.2713
279940,3,South,0,0,1.131,0.947,1.417,259.846,2761.876
645029,7,East,0,0,1.537,1.166,1.887,582.536,3252.6516
266082,10,East,0,0,1.303,1.02,1.147,1906.879,4849.7987
251550,11,MidWest,0,1,1.209,1.015,1.614,2874.003,14160.851
533433,11,West,0,0,1.631,1.327,1.353,2305.718,7080.7721
683972,1,West,1,0,1.751,1.385,1.831,2433.287,7983.0748
278154,1,South,0,0,1.482,1.224,1.878,76.694,2804.7895
238945,11,East,0,0,1.929,1.706,1.53,3479.606,8085.1347
251347,12,East,0,0,1.644,1.44,1.359,6390.065,11559.8757
210830,1,East,0,0,1.507,1.171,1.395,3230.296,9410.0931
273920,7,MidWest,0,1,1.623,1.301,2.115,353.98,3619.3174
228444,7,West,1,0,1.222,1.196,1.904,189.253,4024.0296
288167,1,West,1,0,1.434,0.888,2.059,959.231,8949.9211
269805,6,South,0,1,1.523,1.095,1.786,402.603,2589.3935
672957,7,South,0,0,1.245,0.967,1.785,43.707,952.9218
203010,1,South,0,0,1.211,0.769,1.433,660.062,3661.0515
291808,4,South,0,0,1.35,1.115,1.376,341.342,1982.8006
268331,2,South,0,0,1.151,0.984,1.033,1748.228,4696.2356
291872,4,East,0,0,1.335,0.795,1.42,1692.331,3786.6572
293283,2,East,0,0,1.404,0.987,1.234,12827.246,20197.9296
235225,3,South,0,1,1.393,1.327,1.266,2237.33,5412.1834
269805,3,South,0,1,1.132,0.885,1.431,1437.013,7343.3175
203614,7,East,0,1,1.48,1.489,1.857,222.251,995.872
233607,4,East,0,0,1.659,1.275,1.609,1880.745,4554.513
219231,7,East,0,1,1.105,0.956,1.308,2311.91,5325.7814
266596,1,East,1,0,1.133,1.283,1.374,1312.881,4004.247
278549,1,South,0,0,1.068,1.039,1.79,510.536,3881.9106
231963,4,West,0,0,1.616,1.328,2.351,802.631,3685.151
234140,8,East,0,0,1.445,1.178,1.469,877.631,2895.6314
205969,2,South,0,0,1.404,1.096,1.904,133.821,1978.2254
290774,8,South,0,0,0.937,0.976,1.542,204.971,3357.8257
253179,10,East,1,0,1.574,0.908,1.111,4832.204,8853.9889
287207,11,MidWest,0,0,1.259,0.999,1.271,1912.541,9213.4223
259335,6,South,0,0,1.581,1.201,1.828,123.97,591.8565
287422,7,East,0,0,1.417,1.194,1.792,795.726,4299.6422
258162,10,MidWest,0,0,1.533,0.9,1.746,904.321,11547.0348
205272,10,South,0,0,1.417,0.882,1.434,388.218,2388.7705
275717,11,West,0,0,1.524,1.327,1.459,1133.108,3961.1698
680725,11,East,0,1,1.709,1.232,1.306,3691.037,7778.6148
292173,11,MidWest,0,0,1.231,1.228,1.531,1553.031,7105.1476
659430,4,South,1,0,1.462,0.91,1.986,195.877,2146.1968
675229,12,West,0,0,1.45,1.069,1.157,2291.629,6855.3858
930982,10,South,0,1,1.33,1.071,1.482,544.055,2105.9525
263573,1,West,0,1,1.599,1.122,2.134,545.844,3170.4354
400003,11,MidWest,0,0,1.116,0.774,1.219,1827.457,20452.7921
219696,1,East,1,0,1.181,0.949,0.956,3542.666,8259.6657
651411,11,South,1,0,1.393,0.826,1.662,166.44,2242.3298
279693,7,South,0,0,1.754,1.26,2.028,69.738,1248.7126
657577,4,East,0,0,1.145,0.974,1.313,73.094,1039.6482
200501,5,West,0,0,1.596,1.633,2.081,476.878,3704.642
653480,6,South,0,0,1.453,1.114,1.768,223.884,1612.4694
247176,1,East,0,0,1.626,1.367,1.309,14759.211,25656.1998
533862,8,MidWest,0,0,1.449,1.188,1.974,255.625,4519.6051
647512,3,MidWest,0,1,1.013,0.973,2.137,1067.448,20213.5835
271774,7,South,0,0,1.358,1.117,1.684,189.002,3869.698
220589,6,East,0,0,1.574,1.198,1.981,598.191,2340.3121
200171,9,MidWest,0,1,1.154,0.921,1.55,1469.576,16513.3154
274078,9,South,1,0,1.408,1.155,1.55,685.821,5657.8468
290528,5,South,0,1,1.612,1.252,1.838,349.94,2385.5731
232175,7,West,0,0,1.815,1.632,2.31,236.314,2098.3898
263939,10,MidWest,0,0,1.638,1.218,1.663,488.157,2086.6597
278619,6,West,0,0,2.301,1.255,2.445,512.376,3039.848
645028,12,East,0,0,1.717,1.33,1.197,7722.141,13556.5197
235795,11,East,0,0,1.112,0.94,1.339,439.537,3330.2086
203204,4,West,0,1,1.512,1.158,1.318,836.979,2445.4352
286151,9,South,0,0,1.099,0.903,1.73,167.04,6532.2668
227758,4,East,0,0,1.574,1.075,2.219,809.439,3787.1885
211301,2,East,1,0,1.032,0.991,1.263,1339.546,9078.1006
265126,1,East,0,1,1.271,1.014,1.191,2088.797,4807.0129
236343,5,East,0,0,1.582,1.068,1.649,1142.755,3337.6432
200197,1,MidWest,1,0,1.403,0.893,1.338,198.626,2042.2851
274250,6,South,0,0,1.345,1.086,1.793,38.969,362.4082
250052,10,East,0,0,1.76,1.299,1.073,8417.525,12357.691
200553,7,West,0,0,1.518,1.369,1.997,969.76,5182.6259
208769,10,South,0,0,1.056,0.983,1.317,909.232,7911.8913
268634,4,West,0,0,1.649,1.461,1.818,408.942,2128.636
291872,9,East,0,0,1.118,0.861,1.077,2596.055,6560.3885
673333,12,West,0,0,1.306,1.428,1.488,1257.577,7466.7623
200171,9,MidWest,0,1,1.388,1.209,1.777,669.901,7012.3714
257135,6,West,0,0,1.659,1.393,2.261,1025.446,5542.6358
287183,10,MidWest,0,0,1.362,1.014,1.459,2739.657,12376.2619
932201,6,MidWest,0,0,1.542,1.168,1.836,316.961,2574.8737
200626,7,MidWest,0,0,1.206,1,1.539,457.751,4905.6759
258305,1,West,0,0,1.699,1.435,2.278,1561.716,4397.8895
251674,5,West,0,1,1.973,1.501,1.635,621.479,2265.7841
242020,4,West,0,0,1.914,1.303,1.717,853.812,3749.9155
200501,5,West,0,0,1.404,1.464,1.666,1038.51,5349.6752
293111,11,South,1,0,1.254,1.088,1.646,46.032,2278.2756
239034,9,West,0,1,1.559,1.386,1.763,406.399,1960.2062
262684,6,MidWest,0,0,1.734,1.553,2.134,135.437,2009.8932
204483,9,East,0,0,1.057,0.925,1.592,735.507,4607.9037
260410,3,MidWest,0,0,1.572,1.212,1.578,1261.579,5616.6135
268335,5,East,0,1,1.577,1.227,1.967,540.785,1640.1138
285608,12,West,0,0,1.818,1.128,1.984,1601.954,9117.5261
284933,5,East,0,1,1.253,0.993,1.631,1481.824,5230.1832
253546,3,South,0,0,1.306,1.061,1.422,122.501,1092.8499
238447,11,South,0,0,1.193,1.246,1.58,1029.851,10272.828
263568,7,South,0,0,1.471,1.054,1.755,139.971,2253.9988
287445,10,South,1,0,1.207,1.002,1.457,681.535,4735.0183
246562,7,MidWest,0,0,1.391,1.059,1.793,367.378,2587.5832
288056,6,West,0,0,1.434,1.09,2.108,435.943,4671.5598
291169,7,West,0,0,1.703,1.505,2.2,378.691,2124.7149
651600,4,MidWest,0,0,1.443,1.013,1.001,2866.897,6535.0782
252782,8,South,0,0,1.465,0.905,1.644,267.496,2918.3986
219926,2,East,0,0,1.572,2.045,1.209,4441.473,10108.3051
236396,2,East,0,0,1.571,1.153,1.968,1234.773,7128.3934
233779,11,MidWest,0,0,1.348,1.172,1.64,1184.575,9695.6367
231963,9,West,0,0,1.96,0.986,1.732,1382.969,4992.7317
278063,7,West,0,1,1.983,1.557,2.55,553.218,2278.9535
239919,2,West,0,0,1.296,1.057,1.654,1229.703,5662.6895
649471,4,South,1,0,1.288,1.069,1.488,71.125,1997.1072
248104,6,South,0,0,1.305,1.065,1.835,36.563,552.0118
272160,1,South,0,0,1.258,0.742,1.161,2240.854,6791.8349
533433,5,West,0,0,1.965,1.405,2.09,1023.963,3840.391
256405,6,MidWest,0,0,1.464,1.198,1.742,210.94,2107.7598
647779,11,South,1,0,1.27,0.886,1.671,163.202,2909.8371
251906,8,East,0,0,1.256,1.22,1.656,1373.416,5989.8986
225269,9,East,0,0,1.296,1.05,1.088,605.877,1905.829
233779,9,MidWest,0,0,1.279,1.121,1.933,510.752,8323.6858
231405,10,South,0,1,1.575,1.484,1.295,11141.295,21956.309
249409,7,West,1,0,1.508,1.199,2.265,3.563,684.8729
251674,4,West,0,1,1.486,1.591,1.76,674.112,3535.3966
242496,3,South,1,0,1.394,1.069,1.711,115.187,5080.1301
287980,9,MidWest,0,0,1.161,0.919,1.724,306.692,7880.6605
220649,3,East,0,1,1.762,1.067,1.312,2659.332,4765.0522
276714,4,MidWest,1,0,1.469,0.893,2.313,50.601,3955.5164
655063,6,South,0,0,1.752,1.441,1.834,296.537,1072.6782
264272,12,South,0,0,1.214,1.151,1.631,576.274,5068.3635
253454,8,South,1,0,1.434,1.099,1.464,745.612,5018.3521
645007,9,South,0,0,1.3,0.951,1.468,1751.628,6386.0741
680784,9,South,0,0,1.386,0.865,1.619,399.44,7330.3069
279398,10,MidWest,0,1,1.225,1.043,1.243,949.507,6366.718
537040,12,MidWest,0,0,1.011,1.144,2.184,375.659,12552.3012
229217,11,East,0,0,1.579,1.379,1.153,1806.763,2903.7322
658219,3,South,0,1,1.683,1.226,1.401,3863.229,9213.2568
271064,6,West,0,0,1.869,1.487,2.648,427.517,2827.7228
246980,6,South,0,0,1.497,1.048,1.971,53.001,1967.9182
532878,1,West,0,0,1.181,1.567,1.555,1001.382,7274.0524
535296,5,South,0,0,1.366,0.999,1.673,56.532,1138.9524
236217,6,West,0,0,2.041,1.134,2.529,716.314,3297.0469
291506,9,East,0,0,1.115,0.951,1.382,4092.085,16382.0563
234337,12,South,0,0,1.042,0.93,1.414,305.503,3614.6477
933891,3,South,1,0,1.333,0.853,1.381,777.137,6059.6504
269342,8,MidWest,0,1,1.388,1.184,1.937,441.286,3284.9903
233779,3,MidWest,0,0,1.203,0.988,1.819,1281.531,14666.2412
233644,4,South,0,0,1.421,1.069,1.784,426.628,1710.4005
660222,2,West,0,1,1.328,1.235,1.396,792.264,3969.8391
