IRI_KEY,Month,Region,Low_Income,High_Income,Price.Campbell,Price.PL,Price.Progresso,Sales.Progresso,Category_Sales
279959,9,West,1,0,1.53,1.395,1.354,366.845,1251.4789
648368,7,MidWest,0,0,1.607,1.281,2.137,244.891,2816.557
653366,7,South,1,0,1.728,1.215,2.096,114.214,3196.6187
242841,7,West,0,1,1.524,1.223,2.027,415.335,1887.1842
231588,1,West,0,0,1.467,1.038,1.42,253.91,1284.1763
536021,4,South,0,0,1.503,1.072,1.637,491.755,3254.3105
281624,7,West,1,0,1.528,1.042,2.234,281.584,3499.4304
205230,10,East,0,0,1.345,1.101,1.232,5123.541,9878.555
649471,4,South,1,0,1.288,1.042,1.507,76.564,2087.3562
650555,8,East,0,0,1.207,0.894,1.784,635.034,4647.9125
652727,11,South,0,0,1.161,1.027,1.607,263.941,4949.7858
258162,11,MidWest,0,0,1.33,1.066,1.301,1758.028,11585.1741
287980,8,MidWest,0,0,1.324,0.96,1.775,124.801,4411.4481
276089,2,East,0,1,1.761,1.307,1.936,656.252,1729.6549
284497,5,West,0,1,1.736,1.283,2.027,856.116,3614.5212
252570,7,MidWest,0,0,1.596,1.115,1.973,367.684,4305.5255
260727,8,South,0,0,1.152,0.989,2.037,110.67,4044.8112
1130231,12,MidWest,0,1,1.837,1.122,1.959,2499.337,11441.0949
226665,5,South,1,0,1.507,0.89,1.934,409.91,4630.818
233411,8,South,1,0,0.686,0.917,1.635,42.469,5087.1472
238621,3,South,0,0,1.57,0.998,2.124,110.658,2948.4689
689933,6,MidWest,0,1,1.378,1.207,1.57,1016.633,6567.5246
283968,8,MidWest,1,0,1.185,0.976,1.775,61.594,1518.6649
280487,3,MidWest,0,0,1.5,1.171,2.193,1111.355,11979.9533
256761,1,East,0,0,1.393,1.31,1.454,2355.571,5213.4163
286151,10,South,0,0,1.284,0.751,1.659,308.19,5239.6283
213975,12,East,1,0,1.286,0.991,1.443,354.036,2213.2238
200575,10,West,0,0,1.317,1.326,1.436,1488.641,6624.6023
288146,10,West,0,0,1.081,0.88,1.458,2112.264,36378.4178
278154,10,South,0,0,1.431,1.322,1.881,146.84,3549.8127
257997,10,South,0,0,1.122,0.922,1.489,348.757,3435.3918
223972,10,West,1,0,1.688,1.194,1.607,317.858,1516.3213
274569,8,West,0,0,1.628,1.159,2.377,444.698,3577.912
294818,10,South,0,0,1.327,1.1,1.887,195.409,2581.8619
256582,7,South,0,0,1.374,1.147,1.804,80.126,2089.2564
267192,10,MidWest,0,0,1.423,0.646,1.707,243.615,1353.2757
288527,9,South,0,0,1.349,1.131,1.657,445.755,5071.354
273081,5,East,0,1,1.987,1.264,2.145,1507.839,4799.8676
255655,10,East,0,0,1.479,0.916,1.244,4532.495,11852.8397
220690,3,East,1,0,1.524,1.07,1.148,6840.129,14748.1239
237277,7,MidWest,0,1,1.629,1.112,2.001,317.014,3202.8421
251764,4,West,0,0,1.402,1.029,1.964,189.814,1242.8479
271075,7,West,1,0,1.707,1.26,2.009,266.41,1443.9771
240713,9,MidWest,0,0,1.575,0.937,1.687,227.652,4410.9299
278072,6,South,1,0,1.308,1.037,1.762,90.782,2372.7211
270995,10,South,1,0,1.331,0.887,1.204,261.673,1842.5264
233981,9,South,0,0,1.311,0.662,1.869,98.038,2483.5474
250094,7,South,0,0,1.457,1.12,1.66,1088.508,5714.0609
261668,1,South,1,0,1.574,0.962,1.432,1018.696,4083.4336
252139,7,East,0,0,1.337,0.858,1.408,1188.067,5641.749
200501,1,West,0,0,1.104,1.504,2.002,811.852,7867.6318
222968,3,South,1,0,1.423,1,1.746,208.502,5372.9838
200623,1,South,0,0,1.742,1.357,1.54,1109.633,3180.8655
654767,12,South,0,0,1.348,0.89,1.563,243.723,3265.2515
648235,1,MidWest,0,0,1.039,0.911,1.176,9554.096,41468.8439
200297,3,West,1,0,0.829,1.012,1.598,923.419,8783.3104
262080,9,South,0,0,1.19,0.828,1.27,1007.225,3669.8601
227587,2,West,0,0,1.848,1.273,2.511,2006.164,8926.6
656987,5,MidWest,0,0,1.354,0.999,1.599,453.566,5089.5267
205230,4,East,0,0,1.442,1.085,1.728,1449.643,5022.7933
239590,9,West,0,0,1.935,1.048,1.733,779.027,3431.4313
285430,5,MidWest,0,0,1.585,1.243,1.948,775.648,6464.6637
659827,6,MidWest,0,0,1.669,1.243,2.128,179.984,1903.1635
273081,2,East,0,1,1.354,0.875,1.81,13174.484,21407.7085
280502,3,West,0,0,1.693,0.762,1.722,610.762,4040.3267
532716,6,South,0,1,1.38,1.014,1.524,31.844,311.3347
238254,2,South,0,0,1.218,1.109,1.746,510.356,3239.2569
263573,6,West,0,1,1.731,1.446,2.172,213.502,2242.2245
262847,4,West,0,0,1.623,1.294,2.167,214.471,2836.2181
247479,12,MidWest,0,0,1.301,1.081,1.794,180.346,3970.4901
250052,8,East,0,0,1.604,1.43,1.117,3591.67,5340.7553
291277,6,South,0,0,1.509,1.202,2.038,37.532,573.0055
210582,5,South,1,0,1.36,1.028,1.656,56.626,1197.9661
249879,3,East,0,0,1.599,1.489,1.776,1282.595,4532.4356
648761,6,West,0,1,1.548,1.208,2.029,457.192,4094.4049
1113050,10,East,0,0,2.039,1.909,1.14,10125.124,16604.6109
271290,7,West,0,0,1.419,1.133,1.846,188.5,3799.317
259623,9,South,1,0,1.518,1.226,1.787,96.626,3991.9124
268307,2,East,0,0,1.232,1.229,1.321,5241.184,15079.535
239734,9,MidWest,0,0,1.751,1.267,1.787,169.447,489.4841
236806,1,South,0,0,1.109,1.248,1.251,3055.374,13281.2506
230629,6,West,0,0,1.143,1.437,2.188,191.097,3729.3661
288785,9,South,1,0,1.123,1.095,1.923,107.47,1440.4751
285608,11,West,0,0,1.625,1.354,1.543,2437.651,9263.7901
237082,3,South,1,0,1.292,1.137,1.372,301.768,2712.0757
656534,9,South,0,1,1.25,0.865,2.191,348.103,3420.311
652906,12,West,0,1,1.479,1.072,1.541,2389.918,8381.2126
412498,4,South,0,0,1.258,0.823,1.349,148.689,3034.1955
253279,12,East,0,1,2.082,1.238,2.004,1070.008,2823.1572
269838,2,West,1,0,1.421,1.165,1.187,2437.826,5455.517
258013,10,South,0,0,1.223,1.004,1.414,265.779,3046.366
214045,6,West,1,0,1.339,1.16,1.855,188.877,1930.8712
223251,6,South,0,0,1.386,1.092,1.829,16.438,276.8985
1073521,9,East,0,1,1.458,1.053,1.221,3747.335,7849.0978
239734,12,MidWest,0,0,1.301,1.036,1.647,743.854,5251.8478
400003,4,MidWest,0,0,1.24,0.762,1.752,446.629,12093.6241
266100,4,South,0,1,1.459,0.984,1.833,212.964,2834.0925
245778,8,West,0,0,1.351,0.949,1.93,547.988,4962.1846
683972,10,West,1,0,1.627,1.502,2.05,948.748,3419.672
259495,8,MidWest,0,0,1.643,1.135,1.753,2726.611,7970.1225
656578,2,South,0,0,1.251,1.066,1.378,859.632,3223.5085
274125,7,East,0,1,1.66,1.158,1.881,2176.959,7514.923
292513,7,South,1,0,1.505,1.084,1.751,607.758,3473.0961
263568,3,South,0,0,1.405,0.997,1.505,369.88,5214.3319
239927,7,East,1,0,1.513,1.068,1.774,278.971,2539.5484
226665,11,South,1,0,1.313,0.892,1.301,1002.501,7865.5971
288115,12,West,0,0,1.696,1.523,2.387,1597.07,6487.5394
204933,7,East,0,0,1.592,1.273,1.838,424.323,2282.3408
276604,7,West,0,0,1.997,1.169,1.867,788.165,2995.3066
240219,4,West,0,0,1.37,1.111,1.724,662.67,4615.0542
287045,7,West,0,0,1.278,0.929,2.084,633.353,6216.0632
635455,5,West,0,0,1.876,1.181,2.211,692.585,5857.0286
245593,6,MidWest,1,0,1.418,1.038,1.691,467.354,4330.4386
666206,12,South,0,0,1.173,0.979,1.361,1512.457,7783.114
265357,12,East,0,0,1.414,1.186,1.216,1622.763,3634.8952
267766,4,West,0,0,1.386,1.311,2.113,249.884,3930.0188
239675,7,MidWest,0,0,1.472,1.086,1.579,393.346,1728.7139
934382,4,MidWest,0,0,1.502,1.181,1.436,3499.786,12829.0224
649460,2,South,1,0,1.54,1.224,1.152,3976.109,7963.2631
210582,11,South,1,0,1.199,0.858,1.587,80.814,1375.8907
214869,4,South,0,0,1.369,0.977,1.857,197.403,2255.712
223807,1,East,0,1,1.454,1.22,1.339,3054.434,5634.6757
280286,7,East,1,0,1.711,1.745,1.805,733.839,4134.7446
249409,4,West,1,0,1.448,1.065,2.061,8.313,1040.2582
291169,6,West,0,0,1.756,1.236,2.172,363.972,2080.1947
287897,5,West,0,0,1.213,1.063,2.087,787.414,5633.7997
227169,5,West,0,0,1.423,1.415,2.052,281.283,2661.5529
219796,12,East,0,0,1.411,1.268,1.04,3874.536,6825.2981
278355,10,West,0,0,1.402,1.362,1.71,1171.297,4937.7405
224496,7,East,0,0,1.576,1.131,1.871,133.001,1350.2741
533535,2,South,0,0,1.29,1.07,1.588,426.628,3270.9772
263066,4,West,0,0,1.514,1.049,2.009,22.5,1157.2694
644937,7,West,0,0,1.753,1.235,2.33,144.908,1520.5561
400075,5,South,0,0,1.673,1.033,1.414,594.317,2759.0671
237082,5,South,1,0,1.36,1.022,1.622,124.721,2089.0546
654213,10,MidWest,0,0,1.098,0.9,1.734,974.136,15457.6176
673525,5,East,0,0,1.893,1.809,2.389,405.671,1964.8617
250379,10,West,0,0,1.388,1.26,1.388,2986.833,7310.9483
276217,3,MidWest,0,0,1.589,0.723,2.116,448.442,8224.6293
254648,3,West,0,0,1.527,0.676,1.975,160.498,7796.1591
532931,7,East,0,0,2.035,1.35,2.027,375.773,1621.791
231963,7,West,0,0,1.844,1.392,2.63,510.605,2128.8361
252570,11,MidWest,0,0,1.28,1.211,1.719,897.696,13552.1432
288056,5,West,0,0,1.515,1.075,2.466,522.349,4998.1714
933690,10,East,0,0,1.382,1.005,1.22,11236.754,23215.3461
643191,9,West,1,0,1.588,1.333,1.866,195.419,1569.474
224312,8,South,1,0,1.328,0.858,2.035,117.383,2739.9575
282225,10,MidWest,0,0,1.682,1.098,1.695,414.331,3954.8474
271529,10,South,1,0,1.436,0.954,1.701,345.271,3521.1218
269824,12,West,0,0,1.711,1.159,1.705,2884.169,5918.5089
284532,9,MidWest,0,0,1.297,1.38,1.072,3910.56,12821.9605
243400,3,South,0,1,1.59,1.092,1.219,801.36,2275.6647
534020,6,South,1,0,1.533,1.142,1.724,52.994,1783.542
274425,11,South,0,0,1.305,0.886,1.499,847.883,11697.9402
214765,1,South,0,0,1.219,0.842,1.996,186.946,3744.0514
243049,9,West,1,0,1.834,1.288,1.602,258.671,938.8164
256895,7,South,0,0,1.378,1.025,1.857,39.988,1150.7597
288115,3,West,0,0,1.658,1.42,1.683,1261.392,5098.9589
264332,6,South,0,0,1.546,1.258,1.911,255.34,1871.0729
223084,7,East,0,1,1.404,1.031,1.352,3352.639,6681.238
291665,1,West,0,0,1.281,1.232,1.2,733.011,2324.4394
249736,8,MidWest,0,1,1.83,1.168,1.626,442.552,1540.8798
1108996,1,East,0,0,1.263,1.464,1.158,12236.246,21358.8752
241565,6,MidWest,0,1,1.571,0.982,2.009,462.8,6952.9884
224281,12,South,1,0,1.217,0.833,1.351,238.403,1997.5209
277271,10,West,0,0,1.077,0.963,1.328,1334.27,7369.0687
250094,1,South,0,0,1.467,1,1.632,2559.602,11343.5491
680784,9,South,0,0,1.249,1.086,1.416,839.415,7802.7442
934474,8,West,0,1,2.013,1.375,1.988,732.002,2241.7643
276166,7,South,0,0,1.522,1.019,1.265,495.28,4273.2741
282693,2,South,0,1,1.203,1.039,1.445,1936.671,8312.9857
248128,6,East,1,0,1.496,1.67,2.183,510.455,3276.883
274425,5,South,0,0,1.596,1.192,1.892,460.154,6564.6843
534425,6,MidWest,0,1,1.279,0.948,1.727,308.972,6223.7252
269827,9,West,0,0,1.146,0.772,1.462,451.473,9776.3651
262996,2,MidWest,0,1,1.736,0.862,1.542,1038.638,6857.3814
211303,9,East,1,0,1.637,1.261,1.53,405.984,1025.0259
287207,7,MidWest,0,0,1.4,1.137,2.066,179.32,3727.3423
248191,1,MidWest,0,0,1.224,1.202,1.215,1816.393,5997.9227
454651,2,South,0,0,1.694,0.966,1.936,510.35,1991.0985
226686,11,East,1,0,1.371,1.01,1.536,2654.101,9187.5062
273720,5,West,0,0,1.682,1.369,2.348,862.698,6286.4791
646857,4,MidWest,1,0,0.986,1.217,1.456,1211.368,22036.3089
278950,2,MidWest,0,1,1.59,1.079,1.502,1766.315,6265.4779
240315,5,South,0,0,1.763,1.183,1.789,471.748,1965.6873
291900,2,South,0,1,1.386,0.923,1.88,963.63,4836.4892
200553,6,West,0,0,2.019,1.318,2.309,541.534,3077.4318
280286,2,East,1,0,1.373,1.38,1.027,7322.145,15530.518
251434,11,South,0,0,1.313,1.212,0.859,3096.545,7518.5021
1078106,9,South,0,0,1.503,1.054,2.056,650.177,3579.8178
214926,8,East,0,1,1.416,1.937,1.579,1579.539,6002.2593
286395,6,South,0,0,1.491,1.166,1.748,222.22,2961.2354
536067,6,East,0,0,1.658,1.148,1.661,2099.311,5986.3263
274250,7,South,0,0,1.356,1.036,1.763,161.471,1780.1393
226158,6,South,0,1,1.336,1.229,1.752,193.814,2517.2491
228713,10,East,0,0,1.848,1.361,1.082,6369.965,11950.767
1130274,10,MidWest,0,0,1.582,1.056,1.462,1665.707,5668.3153
287236,10,MidWest,0,1,1.44,1.319,2.134,538.667,3631.9278
205395,9,West,0,0,1.37,1.058,1.607,604.881,2992.1813
200635,1,West,0,0,1.169,1.143,1.608,648.277,6663.9797
277486,12,MidWest,0,0,1.468,1.068,2.07,309.973,7450.2451
271962,7,East,0,1,1.641,1.14,2.076,1044.904,4520.756
293063,2,West,0,0,1.524,1.414,1.478,1343.795,5526.7596
250727,11,MidWest,0,0,1.158,1.053,1.688,157.532,4828.315
241931,1,West,0,0,1.673,1.272,1.555,2756.173,8284.068
247802,3,MidWest,0,0,1.376,1.253,1.863,809.853,4108.4827
281624,11,West,1,0,1.379,0.994,1.016,4368.815,11628.3866
278415,12,West,0,0,1.339,0.611,1.764,2042.402,10379.7174
452751,10,MidWest,0,0,1.587,1.077,0.914,5257.376,11062.775
660222,2,West,0,1,1.583,1.233,1.357,1572.598,5788.6214
654104,11,West,0,0,1.154,0.918,1.189,4252.522,14404.3975
1085053,6,MidWest,0,0,1.393,1.126,1.628,556.724,5603.3063
290477,9,West,0,0,1.093,1.04,1.496,696.416,5425.6559
206384,1,South,0,0,1.206,0.933,1.514,213.221,2266.892
243400,12,South,0,1,1.248,1.094,1.395,850.352,5525.2376
293063,10,West,0,0,1.794,1.207,1.25,1876.572,5867.407
236217,2,West,0,0,1.677,1.142,1.692,1992.862,7099.6597
238621,7,South,0,0,1.521,1.202,1.841,117.557,2112.1516
658459,10,East,0,0,1.164,0.912,1.168,2593.325,9508.7104
253936,12,South,1,0,1.365,0.96,0.99,2576.241,8428.1048
286746,2,MidWest,0,0,1.441,0.88,1.312,1024.762,4799.7615
535359,3,MidWest,0,0,1.36,1.119,1.775,632.762,6021.7701
687964,9,MidWest,0,1,0.915,0.913,1.217,4736.124,23626.3053
240028,4,East,0,0,1.134,0.918,1.61,1511.82,9048.5585
649405,8,MidWest,0,1,1.452,1.244,1.848,1989.956,14336.3552
290942,4,West,0,0,1.342,0.922,2.085,400.785,4978.907
244801,8,South,1,0,1.269,1.064,1.981,29.407,1386.2817
241965,6,West,0,1,1.683,1.001,2.046,264.171,1376.1822
257871,6,MidWest,0,0,1.496,1.333,1.844,260.916,2789.0329
220689,12,East,0,1,1.5,1.133,1.403,1742.711,4123.1691
233555,7,MidWest,0,0,1.47,1.28,1.991,266.058,3803.0683
252147,10,MidWest,0,0,1.19,0.943,1.743,919.772,20183.6541
290477,5,West,0,0,1.397,1.024,2.121,164.94,4041.2436
264075,1,MidWest,0,0,1.25,0.961,1.679,2413.592,16721.6072
1130121,4,MidWest,0,1,1.761,1.049,1.953,1155.371,6612.5373
645511,9,MidWest,0,0,1.218,0.979,2.015,230.798,5050.5491
278609,4,West,0,0,1.701,1.317,2.507,402.487,3197.6948
200531,12,South,1,0,1.293,0.917,2.061,187.752,2758.3059
536067,11,East,0,0,1.4,0.993,1.399,6117.636,13204.0897
236806,8,South,0,0,1.575,1.226,1.165,2791.36,6607.8657
934088,6,South,0,1,1.636,0.999,1.139,1054.266,3055.4713
200488,2,East,0,0,1.581,1.312,1.57,4369.428,13083.522
653776,1,MidWest,0,0,1.165,0.956,1.465,809.756,17365.3653
218312,5,East,0,0,1.193,0.883,1.416,636.566,3385.1428
214088,4,West,1,0,1.468,1.156,1.973,205.753,2251.5113
206401,4,East,0,0,1.693,0.948,2.134,1036.599,6548.7071
210923,3,East,0,0,1.1,0.898,1.115,2164.642,7054.2918
216210,7,South,1,0,1.281,1.086,1.563,7.094,1205.1094
671367,8,East,0,0,1.399,1.306,1.52,555.067,3724.1345
205066,3,East,0,1,1.285,1.184,1.243,4387.88,10778.7748
231584,6,South,0,0,1.656,1.364,2.127,532.86,2541.4791
237976,10,East,0,0,1.379,0.831,1.254,3157.172,8288.289
258879,3,MidWest,0,0,1.18,1.025,1.443,2593.822,13388.7365
274114,12,South,0,0,1.064,0.939,1.47,337.098,3813.5826
264306,5,West,0,0,2.052,1.181,2.373,256.747,2304.9291
6001821,5,MidWest,0,0,1.401,0.783,1.876,532.406,13703.0137
1086137,9,West,0,0,1.581,1.172,1.703,1449.115,5423.2369
240314,7,MidWest,0,1,1.998,1.51,2.419,426.238,2596.2001
258988,9,West,0,0,1.296,1.073,1.563,458.043,2771.464
649201,11,West,0,0,1.044,0.957,1.48,654.828,6168.21
200197,5,MidWest,1,0,1.559,1.126,2.174,27.188,1296.0714
6003363,5,East,0,0,1.849,1.232,2.207,588.978,4350.8467
452539,8,MidWest,0,0,1.285,0.986,1.763,182.939,5175.0486
648852,5,West,0,0,1.684,1.037,1.946,398.561,3238.9952
230318,6,MidWest,0,0,1.366,1.136,1.771,129.219,2088.0949
288167,2,West,1,0,1.641,1.086,0.934,8111.789,12423.136
283190,2,West,0,0,1.415,1.361,1.203,1199.662,4939.0375
264370,7,South,0,1,1.43,1.105,1.595,261.696,1123.0176
250094,9,South,0,0,1.456,0.953,1.755,925.967,5066.386
680784,6,South,0,0,1.458,1.04,1.687,473.691,4578.5987
288943,7,East,0,0,1.064,0.98,1.302,2200.786,6440.6861
652727,9,South,0,0,1.26,1.009,1.682,212.535,4162.9215
289821,6,West,0,0,1.615,1.309,2.247,354.831,1964.4262
414318,2,East,0,0,1.219,1.175,1.424,2196.575,8887.4073
228080,9,South,0,1,1.224,0.934,1.385,517.1,4083.4957
267356,6,West,0,0,1.509,1.473,2.224,275.689,3297.7282
278072,2,South,1,0,1.264,0.801,0.998,871.263,4167.0534
242496,8,South,1,0,1.333,1.23,1.775,34.438,3210.8199
288392,11,West,0,0,1.319,1.038,1.629,660.01,5499.2745
673085,10,South,0,0,0.873,1.052,1.532,386.193,5319.4626
258604,10,South,1,0,0.918,1.038,1.487,126.002,2114.2879
291350,6,MidWest,1,0,1.179,1,1.56,74.22,5378.1567
282062,1,South,1,0,1.356,1.054,1.897,120.313,1651.2687
232399,5,South,1,0,1.406,0.848,1.929,38.719,1256.6854
263391,2,West,0,0,1.688,1.359,1.317,1182.013,3006.1959
213133,9,South,0,1,1.386,1.312,1.378,3131.441,7139.8421
249736,12,MidWest,0,1,1.481,1.144,1.128,2169.092,4787.311
275702,11,MidWest,0,1,1.32,1.096,1.766,335.564,4736.5578
248967,9,East,1,0,1.173,0.968,1.552,404.38,4638.0797
279429,9,East,0,1,1.418,1.178,1.332,1258.18,2475.2863
240594,12,South,0,0,1.314,1.011,1.703,136.001,2936.9246
241974,8,East,1,0,1.517,1.209,2.041,102.938,876.7757
226918,7,South,0,0,1.492,1.13,2.02,71.589,2242.0122
276952,6,South,0,1,1.678,1.293,2.099,168.152,1044.0799
658258,9,South,0,0,1.6,1.202,1.918,217.685,1860.1922
210189,10,South,1,0,1.21,1.095,2.015,76.407,1495.3522
287202,3,East,0,1,1.286,1.125,0.957,9260.035,14851.3773
265932,9,South,0,0,1.569,1.197,1.945,152.782,1762.8882
204202,6,East,0,0,1.238,0.981,1.595,755.73,4276.952
229217,3,East,0,0,1.469,1.023,1.269,6031.173,10515.8254
279693,9,South,0,0,1.291,1.019,1.682,325.506,6923.2021
257207,1,MidWest,0,0,1.441,1.043,1.904,495.411,5642.0079
288222,5,West,0,0,1.87,1.473,2.217,227.764,2008.3937
647426,11,South,0,1,1.366,0.986,1.389,780.556,5715.3953
235442,2,East,0,0,1.469,1.078,0.99,3653.813,6224.5823
288167,3,West,1,0,1.575,1.073,2.33,867.548,7429.222
534005,5,South,1,0,1.296,1.138,1.582,41.5,1689.5777
210830,9,East,0,0,1.119,1.026,1.53,1005.352,7920.1568
243785,8,South,0,0,1.322,0.984,1.26,2325.572,5969.476
247055,8,South,1,0,1.508,1.09,2.306,132.59,2296.0583
266131,7,MidWest,1,0,1.653,1.342,2.324,172.939,1608.8803
265126,6,East,0,1,1.485,1.076,1.727,128.907,427.171
225677,1,MidWest,0,0,1.203,0.944,1.585,1455.141,8468.191
238481,11,South,0,0,1.212,1.163,1.783,109.876,1695.8458
210202,6,South,1,0,1.284,0.956,1.699,14.125,428.0233
282693,6,South,0,1,1.452,1.186,1.552,710.067,3384.3657
934380,10,MidWest,0,1,1.151,0.956,1.778,985.692,9849.5834
278063,11,West,0,1,1.615,1.441,1.608,3031.121,9875.3804
269852,10,South,1,0,1.314,0.885,1.994,173.665,3598.9473
218938,3,MidWest,0,0,1.776,1.039,1.59,422.03,2526.445
658219,7,South,0,1,1.732,1.329,2.142,640.328,3364.7764
282379,4,West,0,0,1.525,1.43,2.339,519.879,4258.014
269342,7,MidWest,0,1,1.375,1.268,1.957,564.039,3992.7649
280487,4,MidWest,0,0,1.43,1.194,1.506,1127.646,8485.4654
271486,6,South,1,0,1.394,0.875,1.854,48.532,1470.4309
227587,10,West,0,0,1.964,1.204,2.018,2649.601,10944.3574
249779,11,South,1,0,1.307,1.031,1.198,4726.267,14003.2088
228694,7,West,0,1,1.823,1.409,1.981,806.479,3167.3561
202790,3,South,1,0,1.393,0.703,2.019,325.729,7009.2389
642463,3,South,1,0,1.519,0.964,1.658,221.621,2326.2298
288851,9,West,1,0,1.464,1.247,2.191,116.689,1926.118
234140,1,East,0,0,1.226,1.057,1.316,4415.732,8163.6168
247842,5,South,0,0,1.587,1.367,2.052,112.97,1736.4087
286395,2,South,0,0,1.422,0.702,1.228,1115.351,6116.4656
259171,11,South,0,0,1.339,0.911,1.241,757.072,3388.0862
1091860,11,MidWest,0,1,1.45,1.21,1.484,2893.953,17159.5903
200485,5,South,1,0,1.515,0.999,2.045,135.89,1250.1218
223660,12,West,0,1,1.523,1.206,1.428,802.235,1657.2649
252150,5,South,0,0,1.387,1.142,1.855,140.845,3714.0037
246253,5,East,0,1,1.402,0.93,1.744,1013.725,4604.5164
236217,4,West,0,0,2.099,1.436,2.651,529.906,4815.8749
293007,4,South,1,0,1.508,1.135,1.936,23.656,658.275
657979,11,East,0,0,1.492,0.985,1.144,13579.117,23400.8088
227598,8,MidWest,0,1,1.295,1.158,1.781,659.273,5164.6705
656578,7,South,0,0,1.591,1.332,1.88,310.061,1795.2978
220585,8,East,1,0,1.287,1.169,1.262,579.629,1894.7403
271290,4,West,0,0,1.167,0.893,1.709,152.376,6643.2726
245748,4,MidWest,0,0,1.645,1.244,2.038,623.882,4032.0917
264267,6,MidWest,0,0,1.187,1.108,1.845,17.719,1709.7877
205512,10,East,0,0,1.619,1.198,1.982,5354.01,26453.5934
264763,11,MidWest,0,0,1.005,0.777,1.873,827.879,25564.5182
233779,10,MidWest,0,0,1.157,0.897,1.661,670.566,15965.7284
287202,12,East,0,1,1.254,1.296,1.291,7060.936,14198.7454
200531,10,South,1,0,1.003,1.075,1.718,339.88,3523.5959
282379,9,West,0,0,1.797,1.259,1.875,730.113,3150.5003
935027,2,West,0,0,1.522,1.132,1.462,2529.333,7455.5198
292593,10,East,0,1,1.624,1.117,1.045,8744.065,12305.9726
532748,11,West,1,0,1.259,0.937,1.664,1388.605,7105.9818
203204,3,West,0,1,1.671,1.245,1.846,382.855,1801.6223
273421,1,South,1,0,1.109,1.039,1.169,963.153,5014.5123
200553,4,West,0,0,1.571,1.218,2.331,580.436,4341.0845
205395,6,West,0,0,1.321,0.744,2.019,448.066,2893.568
250381,6,South,0,1,1.478,1.065,1.747,252.471,3036.4981
535359,4,MidWest,0,0,1.304,1.052,1.767,382.94,6248.042
242020,2,West,0,0,1.44,1.45,1.264,1873.288,6514.7693
933726,4,South,0,1,1.348,1.208,1.688,439.623,2254.4454
239874,7,South,0,0,1.294,1.092,1.765,42.407,982.9051
287236,1,MidWest,0,1,1.354,1.284,2.085,556.036,6905.9408
279754,8,MidWest,0,0,1.325,1.312,1.383,1241.781,9111.3366
271202,2,East,0,0,1.363,1.213,1.147,4593.784,9173.9654
650569,1,South,0,0,1.023,1.188,1.23,1047.06,7166.7914
236100,6,West,1,0,1.659,1.444,2.172,443.567,4343.273
535915,2,East,0,0,1.097,1.047,1.259,3962.31,13534.2733
259137,11,South,0,0,1.443,1.004,1.415,295.055,2088.8649
274409,5,MidWest,0,0,1.676,1.364,2.1,602.42,4422.3862
292513,12,South,1,0,1.497,0.955,2.353,1126.066,8650.0327
204544,8,East,0,0,1.473,1.166,1.908,255.153,2407.1835
276089,12,East,0,1,1.782,1.201,1.376,1075.279,2422.6829
288167,10,West,1,0,1.242,0.963,1.434,2266.293,9638.68
271856,8,West,1,0,2.018,1.478,1.952,203.759,1553.4127
648682,12,South,1,0,1.326,0.865,1.761,77.576,712.5283
280880,5,South,0,0,1.041,1.049,1.455,64.813,1755.4338
250029,8,South,1,0,1.617,1.256,2.189,15.381,333.6426
656818,5,East,0,0,1.81,1.223,2.204,785.736,2568.567
262313,6,West,0,0,2.199,1.317,2.338,773.899,3058.3323
232733,8,West,0,0,1.447,1.016,2.011,159.952,1876.299
285948,12,South,1,0,1.404,1.086,1.758,305.472,5258.6651
200623,10,South,0,0,1.781,1.445,1.563,374.011,2816.8563
224312,12,South,1,0,1.256,0.883,1.631,370.067,5458.1904
246474,7,MidWest,0,0,1.273,1.122,1.863,117.126,4692.3376
258162,11,MidWest,0,0,1.043,1.168,1.586,1663.343,13635.8155
224546,10,South,0,0,0.933,0.963,1.085,683.827,3126.3138
288043,8,West,0,0,1.368,1.004,2.081,494.932,3208.1365
648567,3,MidWest,0,1,1.624,0.992,1.516,1159.776,6862.232
292173,4,MidWest,0,0,1.185,1.078,1.296,771.76,4859.3202
250631,6,East,0,0,1.334,1.277,1.827,1129.322,5954.2467
643793,5,South,0,0,1.592,1.138,1.69,103.658,1617.0533
251549,4,East,0,1,1.34,1.242,1.74,707.004,2566.2417
238621,10,South,0,0,1.369,1.026,1.775,583.849,4453.7537
237976,9,East,0,0,1.736,1.09,1.524,1755.168,5039.7083
1094556,7,West,0,0,2.052,1.144,2.783,613.531,4385.8078
283490,11,South,1,0,1.578,1.257,1.681,331.472,2586.5291
264603,3,MidWest,0,0,1.369,1.014,1.678,1680.01,11317.1567
291872,6,East,0,0,1.703,1.147,1.923,549.198,1784.7269
226158,11,South,0,1,1.249,1.182,1.066,3201.627,7596.2037
261668,3,South,1,0,1.421,0.961,2.026,88.914,2324.255
535296,2,South,0,0,1.384,0.908,1.678,141.22,2348.1353
218003,11,East,0,0,1.435,1.339,1.045,1394.635,3290.4461
284189,11,East,0,0,1.428,1.193,1.097,4833.098,9875.7267
1130087,4,MidWest,0,0,1.348,0.993,1.813,587.774,3337.7894
256809,7,South,1,0,1.748,1.069,2.037,540.388,2703.6343
689970,2,East,1,0,1.512,1.019,0.917,8088.419,13951.583
